date,temperature
2023-06-01 00:00:00,31.4901424590337
2023-06-01 01:00:00,29.585207096486446
2023-06-01 02:00:00,31.94306561430208
2023-06-01 03:00:00,34.569089569224076
2023-06-01 04:00:00,29.29753987582999
2023-06-01 05:00:00,29.29758912915246
2023-06-01 06:00:00,34.737638446522176
2023-06-01 07:00:00,32.302304187458724
2023-06-01 08:00:00,28.591576842195146
2023-06-01 09:00:00,31.627680130757895
2023-06-01 10:00:00,28.609746921562614
2023-06-01 11:00:00,28.60281073928923
2023-06-01 12:00:00,30.725886814698104
2023-06-01 13:00:00,24.260159266026605
2023-06-01 14:00:00,24.8252465024609
2023-06-01 15:00:00,28.313137412277083
2023-06-01 16:00:00,26.961506638996728
2023-06-01 17:00:00,30.94274199778582
2023-06-01 18:00:00,27.27592777343637
2023-06-01 19:00:00,25.763088895994127
2023-06-01 20:00:00,34.39694630676466
2023-06-01 21:00:00,29.322671098540393
2023-06-01 22:00:00,30.20258461406377
2023-06-01 23:00:00,25.72575544135963
2023-06-02 00:00:00,28.36685182642445
2023-06-02 01:00:00,30.3327677691296
2023-06-02 02:00:00,26.54701926773309
2023-06-02 03:00:00,31.127094055037016
2023-06-02 04:00:00,28.198083930243584
2023-06-02 05:00:00,29.124918750620168
2023-06-02 06:00:00,28.194880163311808
2023-06-02 07:00:00,35.55683455352681
2023-06-02 08:00:00,29.9595083257862
2023-06-02 09:00:00,26.8268672131323
2023-06-02 10:00:00,32.46763473630957
2023-06-02 11:00:00,26.337469050086934
2023-06-02 12:00:00,30.626590785014265
2023-06-02 13:00:00,24.120989628360675
2023-06-02 14:00:00,26.015441853304708
2023-06-02 15:00:00,30.590583707607372
2023-06-02 16:00:00,32.21539973998623
2023-06-02 17:00:00,30.51410484356991
2023-06-02 18:00:00,29.65305515283528
2023-06-02 19:00:00,29.096688913232132
2023-06-02 20:00:00,25.56443402889772
2023-06-02 21:00:00,27.840467374815873
2023-06-02 22:00:00,28.618083687120638
2023-06-02 23:00:00,33.171366678656746
2023-06-03 00:00:00,31.030854868705383
2023-06-03 01:00:00,24.7108795339118
2023-06-03 02:00:00,30.972251908184386
2023-06-03 03:00:00,28.84475315875105
2023-06-03 04:00:00,27.969233999082125
2023-06-03 05:00:00,31.835028866522602
2023-06-03 06:00:00,33.092998567487854
2023-06-03 07:00:00,32.79384035734859
2023-06-03 08:00:00,27.482347430332084
2023-06-03 09:00:00,29.072362872446355
2023-06-03 10:00:00,30.99379029421069
2023-06-03 11:00:00,32.92663538136708
2023-06-03 12:00:00,28.56247728646413
2023-06-03 13:00:00,29.44302307000855
2023-06-03 14:00:00,26.680995077981915
2023-06-03 15:00:00,26.411380127757987
2023-06-03 16:00:00,32.43757746718259
2023-06-03 17:00:00,34.06872008571247
2023-06-03 18:00:00,29.783969635258998
2023-06-03 19:00:00,33.01059869367607
2023-06-03 20:00:00,31.084908075142902
2023-06-03 21:00:00,28.06464073618463
2023-06-03 22:00:00,31.084186816525243
2023-06-03 23:00:00,34.61410969939791
2023-06-04 00:00:00,29.892521882670145
2023-06-04 01:00:00,34.69393096744202
2023-06-04 02:00:00,22.140764687730766
2023-06-04 03:00:00,32.46570751312567
2023-06-04 04:00:00,30.261141204714512
2023-06-04 05:00:00,29.102977948602398
2023-06-04 06:00:00,30.275282329606508
2023-06-04 07:00:00,24.037293256197323
2023-06-04 08:00:00,29.340984336487463
2023-06-04 09:00:00,31.07133771453524
2023-06-04 10:00:00,34.43368213422455
2023-06-04 11:00:00,28.44518934517906
2023-06-04 12:00:00,27.574519191320437
2023-06-04 13:00:00,28.49472886924639
2023-06-04 14:00:00,32.746206353106224
2023-06-04 15:00:00,30.986253328979053
2023-06-04 16:00:00,28.410719388698883
2023-06-04 17:00:00,31.539802299340067
2023-06-04 18:00:00,30.291232648044122
2023-06-04 19:00:00,32.90593497159867
2023-06-04 20:00:00,27.893840718367944
2023-06-04 21:00:00,29.017013560206696
2023-06-04 22:00:00,28.823675540603528
2023-06-04 23:00:00,25.609455155603644
2023-06-05 00:00:00,30.88836083119373
2023-06-05 01:00:00,30.783165816539668
2023-06-05 02:00:00,30.015340369927383
2023-06-05 03:00:00,29.29623859987456
2023-06-05 04:00:00,25.753887773848756
2023-06-05 05:00:00,28.738064031703924
2023-06-05 06:00:00,28.971856450419693
2023-06-05 07:00:00,27.593168192335142
2023-06-05 08:00:00,29.516142865001974
2023-06-05 09:00:00,31.212152570443614
2023-06-05 10:00:00,35.65855770363159
2023-06-05 11:00:00,30.523733438495515
2023-06-05 12:00:00,30.772651172168292
2023-06-05 13:00:00,29.7766622527015
2023-06-05 14:00:00,24.243686354102877
2023-06-05 15:00:00,29.920458373652348
2023-06-05 16:00:00,30.18069062982308
2023-06-05 17:00:00,37.389726337455855
2023-06-05 18:00:00,29.422917105656634
2023-06-05 19:00:00,30.904642027000836
2023-06-05 20:00:00,29.89586469088427
2023-06-05 21:00:00,26.493965887141403
2023-06-05 22:00:00,33.428468443545064
2023-06-05 23:00:00,32.25579909806032
2023-06-06 00:00:00,32.37309584112914
2023-06-06 01:00:00,27.271837635615782
2023-06-06 02:00:00,34.2083829328083
2023-06-06 03:00:00,25.794446811623157
2023-06-06 04:00:00,31.76057128140081
2023-06-06 05:00:00,36.57136687742994
2023-06-06 06:00:00,27.028391024607934
2023-06-06 07:00:00,28.301106811191683
2023-06-06 08:00:00,30.298954095262925
2023-06-06 09:00:00,28.489573037651404
2023-06-06 10:00:00,25.3480097068016
2023-06-06 11:00:00,30.205688924418084
2023-06-06 12:00:00,26.813088858821686
2023-06-06 13:00:00,31.420777291905544
2023-06-06 14:00:00,27.241727297298592
2023-06-06 15:00:00,34.649803215052614
2023-06-06 16:00:00,27.65024012299129
2023-06-06 17:00:00,29.033815451382974
2023-06-06 18:00:00,32.44055165210901
2023-06-06 19:00:00,26.307407050698135
2023-06-06 20:00:00,30.68237980381239
2023-06-06 21:00:00,33.921428262847286
2023-06-06 22:00:00,25.17755029631632
2023-06-06 23:00:00,30.553901575596914
2023-06-07 00:00:00,30.779648382745272
